"","ZONING_ID","old_id","use","use_final","use1","use2","use3","density_num","density_unit","note"
"9078","142","142-0","Special Use","Food and beverage retail sales","commercial","Retail","Food and beverage retail sales",NA,NA,NA
"9079","142","142-0","Special Use","Local public health and safety facilities","public services","General","Local public health and safety facilities",NA,NA,NA
"9080","142","142-0","Special Use","Local post office","public services","General","Local post office",NA,NA,NA
"9081","142","142-0","Special Use","Pipelines and power transmission","public services","Linear Public Facilities","Pipelines and power transmission",NA,NA,NA
"9082","142","142-0","Special Use","Day use areas","recreation","Recreation","Day use areas",NA,NA,NA
"9083","142","142-0","Allowed","Riding and hiking trails","recreation","Recreation","Riding and hiking trails",NA,NA,NA
"9084","142","142-0","Special Use","Group facilities","recreation","Recreation","Group facilities",NA,NA,NA
"9085","142","142-0","Special Use","Marinas","recreation","Recreation","Marinas",NA,NA,NA
"9086","142","142-0","Allowed","Undeveloped campgrounds","recreation","Recreation","Undeveloped campgrounds",NA,NA,NA
"9087","142","142-0","Allowed","Reforestation","resource management","Timber Management","Reforestation",NA,NA,NA
"9088","142","142-0","Allowed","Special cut","resource management","Timber Management","Special cut",NA,NA,NA
"9089","142","142-0","Allowed","Thinning","resource management","Timber Management","Thinning",NA,NA,NA
"9090","142","142-0","Allowed","Sanitation salvage cut","resource management","Timber Management","Sanitation salvage cut",NA,NA,NA
"9091","142","142-0","Allowed","Selection cut","resource management","Timber Management","Selection cut",NA,NA,NA
"9092","142","142-0","Allowed","Early successional vegetation management","resource management","Wildlife And Fishes","Early successional vegetation management",NA,NA,NA
"9093","142","142-0","Allowed","Structural fish habitat management","resource management","Wildlife And Fishes","Structural fish habitat management",NA,NA,NA
"9094","142","142-0","Allowed","Nonstructural fish habitat management","resource management","Wildlife And Fishes","Nonstructural fish habitat management",NA,NA,NA
"9095","142","142-0","Allowed","Structural wildlife habitat","resource management","Wildlife And Fishes","Structural wildlife habitat",NA,NA,NA
"9096","142","142-0","Allowed","Nonstructural wildlife habitat management","resource management","Wildlife And Fishes","Nonstructural wildlife habitat management",NA,NA,NA
"9097","142","142-0","Allowed","Fire detection and suppression","resource management","Vegetation Protection","Fire detection and suppression",NA,NA,NA
"9098","142","142-0","Allowed","Fuels treatment management","resource management","Vegetation Protection","Fuels treatment management",NA,NA,NA
"9099","142","142-0","Allowed","Sensitive plant management","resource management","Vegetation Protection","Sensitive plant management",NA,NA,NA
"9100","142","142-0","Allowed","Insect and disease suppression","resource management","Vegetation Protection","Insect and disease suppression",NA,NA,NA
"9101","142","142-0","Allowed","Uncommon plant community management","resource management","Vegetation Protection","Uncommon plant community management",NA,NA,NA
"9102","142","142-0","Allowed","Erosion control","resource management","Watershed Improvements","Erosion control",NA,NA,NA
"9103","142","142-0","Allowed","Stream environmental zone (SEZ) restoration","resource management","Watershed Improvements","Stream environmental zone (SEZ) restoration",NA,NA,NA
"9104","142","142-0","Allowed","Runoff control","resource management","Watershed Improvements","Runoff control",NA,NA,NA
"9105","143","143-0","Allowed","Riding and hiking trails","recreation","Recreation","Riding and hiking trails",NA,NA,NA
"9106","143","143-0","Special Use","Undeveloped campgrounds","recreation","Recreation","Undeveloped campgrounds",NA,NA,NA
"9107","143","143-0","Allowed","Special cut","resource management","Timber Management","Special cut",NA,NA,NA
"9108","143","143-0","Special Use","Sanitation salvage cut","resource management","Timber Management","Sanitation salvage cut",NA,NA,NA
"9109","143","143-0","Allowed","Early successional vegetation management","resource management","Wildlife And Fishes","Early successional vegetation management",NA,NA,NA
"9110","143","143-0","Allowed","Structural fish habitat management","resource management","Wildlife And Fishes","Structural fish habitat management",NA,NA,NA
"9111","143","143-0","Allowed","Nonstructural fish habitat management","resource management","Wildlife And Fishes","Nonstructural fish habitat management",NA,NA,NA
"9112","143","143-0","Allowed","Structural wildlife habitat","resource management","Wildlife And Fishes","Structural wildlife habitat",NA,NA,NA
"9113","143","143-0","Allowed","Nonstructural wildlife habitat management","resource management","Wildlife And Fishes","Nonstructural wildlife habitat management",NA,NA,NA
"9114","143","143-0","Special Use","Grazing","resource management","Range","Grazing",NA,NA,NA
"9115","143","143-0","Allowed","Fire detection and suppression","resource management","Vegetation Protection","Fire detection and suppression",NA,NA,NA
"9116","143","143-0","Special Use","Prescribed fire/burning management","resource management","Vegetation Protection","Prescribed fire/burning management",NA,NA,NA
"9117","143","143-0","Allowed","Fuels treatment management","resource management","Vegetation Protection","Fuels treatment management",NA,NA,NA
"9118","143","143-0","Special Use","Sensitive plant management","resource management","Vegetation Protection","Sensitive plant management",NA,NA,NA
"9119","143","143-0","Allowed","Insect and disease suppression","resource management","Vegetation Protection","Insect and disease suppression",NA,NA,NA
"9120","143","143-0","Special Use","Uncommon plant community management","resource management","Vegetation Protection","Uncommon plant community management",NA,NA,NA
"9121","143","143-0","Allowed","Erosion control","resource management","Watershed Improvements","Erosion control",NA,NA,NA
"9122","143","143-0","Special Use","Stream environmental zone (SEZ) restoration","resource management","Watershed Improvements","Stream environmental zone (SEZ) restoration",NA,NA,NA
"9123","143","143-0","Special Use","Runoff control","resource management","Watershed Improvements","Runoff control",NA,NA,NA
"9124","144A","144A-0","Special Use","Summer home","residential","Residential","Summer home",NA,NA,NA
"9125","144A","144A-0","Special Use","Local public health and safety facilities","public services","General","Local public health and safety facilities",NA,NA,NA
"9126","144A","144A-0","Special Use","Pipelines and power transmission","public services","Linear Public Facilities","Pipelines and power transmission",NA,NA,NA
"9127","144A","144A-0","Special Use","Outdoor recreation concessions","recreation","Recreation","Outdoor recreation concessions",NA,NA,NA
"9128","144A","144A-0","Special Use","Day use areas","recreation","Recreation","Day use areas",NA,NA,NA
"9129","144A","144A-0","Allowed","Riding and hiking trails","recreation","Recreation","Riding and hiking trails",NA,NA,NA
"9130","144A","144A-0","Special Use","Rural sports","recreation","Recreation","Rural sports",NA,NA,NA
"9131","144A","144A-0","Special Use","Group facilities","recreation","Recreation","Group facilities",25,"persons per acre per parcel",NA
"9132","144A","144A-0","Allowed","Reforestation","resource management","Timber Management","Reforestation",NA,NA,NA
"9133","144A","144A-0","Allowed","Special cut","resource management","Timber Management","Special cut",NA,NA,NA
"9134","144A","144A-0","Allowed","Regeneration harvest","resource management","Timber Management","Regeneration harvest",NA,NA,NA
"9135","144A","144A-0","Allowed","Thinning","resource management","Timber Management","Thinning",NA,NA,NA
"9136","144A","144A-0","Allowed","Sanitation salvage cut","resource management","Timber Management","Sanitation salvage cut",NA,NA,NA
"9137","144A","144A-0","Allowed","Timber stand improvement","resource management","Timber Management","Timber stand improvement",NA,NA,NA
"9138","144A","144A-0","Allowed","Selection cut","resource management","Timber Management","Selection cut",NA,NA,NA
"9139","144A","144A-0","Special Use","Tree farms","resource management","Timber Management","Tree farms",NA,NA,NA
"9140","144A","144A-0","Allowed","Early successional vegetation management","resource management","Wildlife And Fishes","Early successional vegetation management",NA,NA,NA
"9141","144A","144A-0","Allowed","Structural fish habitat management","resource management","Wildlife And Fishes","Structural fish habitat management",NA,NA,NA
"9142","144A","144A-0","Allowed","Nonstructural fish habitat management","resource management","Wildlife And Fishes","Nonstructural fish habitat management",NA,NA,NA
"9143","144A","144A-0","Allowed","Structural wildlife habitat","resource management","Wildlife And Fishes","Structural wildlife habitat",NA,NA,NA
"9144","144A","144A-0","Allowed","Nonstructural wildlife habitat management","resource management","Wildlife And Fishes","Nonstructural wildlife habitat management",NA,NA,NA
"9145","144A","144A-0","Special Use","Farm/Ranch accessory structures","resource management","Range","Farm/Ranch accessory structures",NA,NA,NA
"9146","144A","144A-0","Allowed","Fire detection and suppression","resource management","Vegetation Protection","Fire detection and suppression",NA,NA,NA
"9147","144A","144A-0","Allowed","Prescribed fire/burning management","resource management","Vegetation Protection","Prescribed fire/burning management",NA,NA,NA
"9148","144A","144A-0","Allowed","Fuels treatment management","resource management","Vegetation Protection","Fuels treatment management",NA,NA,NA
"9149","144A","144A-0","Allowed","Sensitive plant management","resource management","Vegetation Protection","Sensitive plant management",NA,NA,NA
"9150","144A","144A-0","Allowed","Insect and disease suppression","resource management","Vegetation Protection","Insect and disease suppression",NA,NA,NA
"9151","144A","144A-0","Allowed","Uncommon plant community management","resource management","Vegetation Protection","Uncommon plant community management",NA,NA,NA
"9152","144A","144A-0","Allowed","Erosion control","resource management","Watershed Improvements","Erosion control",NA,NA,NA
"9153","144A","144A-0","Allowed","Stream environmental zone (SEZ) restoration","resource management","Watershed Improvements","Stream environmental zone (SEZ) restoration",NA,NA,NA
"9154","144A","144A-0","Allowed","Runoff control","resource management","Watershed Improvements","Runoff control",NA,NA,NA
"9155","144B","144B-0","Special Use","Employee housing","residential","Residential","Employee housing",4,"units per acre per parcel",NA
"9156","144B","144B-0","Special Use","Summer home","residential","Residential","Summer home",NA,NA,NA
"9157","144B","144B-0","Special Use","Hotel, motel, and other transient dwelling units","tourist accommodation","Tourist Accommodation","Hotel, motel, and other transient dwelling units",NA,NA,NA
"9158","144B","144B-0","Special Use","Local public health and safety facilities","public services","General","Local public health and safety facilities",NA,NA,NA
"9159","144B","144B-0","Special Use","Public utility centers","public services","General","Public utility centers",NA,NA,NA
"9160","144B","144B-0","Special Use","Pipelines and power transmission","public services","Linear Public Facilities","Pipelines and power transmission",NA,NA,NA
"9161","144B","144B-0","Special Use","Transportation routes","public services","Linear Public Facilities","Transportation routes",NA,NA,NA
"9162","144B","144B-0","Special Use","Transmission and receiving facilities","public services","Linear Public Facilities","Transmission and receiving facilities",NA,NA,NA
"9163","144B","144B-0","Special Use","Outdoor recreation concessions","recreation","Recreation","Outdoor recreation concessions",NA,NA,NA
"9164","144B","144B-0","Special Use","Day use areas","recreation","Recreation","Day use areas",NA,NA,NA
"9165","144B","144B-0","Allowed","Riding and hiking trails","recreation","Recreation","Riding and hiking trails",NA,NA,NA
"9166","144B","144B-0","Special Use","Group facilities","recreation","Recreation","Group facilities",25,"persons per acre per parcel",NA
"9167","144B","144B-0","Allowed","Reforestation","resource management","Timber Management","Reforestation",NA,NA,NA
"9168","144B","144B-0","Allowed","Special cut","resource management","Timber Management","Special cut",NA,NA,NA
"9169","144B","144B-0","Allowed","Regeneration harvest","resource management","Timber Management","Regeneration harvest",NA,NA,NA
"9170","144B","144B-0","Allowed","Thinning","resource management","Timber Management","Thinning",NA,NA,NA
"9171","144B","144B-0","Allowed","Sanitation salvage cut","resource management","Timber Management","Sanitation salvage cut",NA,NA,NA
"9172","144B","144B-0","Allowed","Timber stand improvement","resource management","Timber Management","Timber stand improvement",NA,NA,NA
"9173","144B","144B-0","Allowed","Selection cut","resource management","Timber Management","Selection cut",NA,NA,NA
"9174","144B","144B-0","Special Use","Tree farms","resource management","Timber Management","Tree farms",NA,NA,NA
"9175","144B","144B-0","Allowed","Early successional vegetation management","resource management","Wildlife And Fishes","Early successional vegetation management",NA,NA,NA
"9176","144B","144B-0","Allowed","Structural fish habitat management","resource management","Wildlife And Fishes","Structural fish habitat management",NA,NA,NA
"9177","144B","144B-0","Allowed","Nonstructural fish habitat management","resource management","Wildlife And Fishes","Nonstructural fish habitat management",NA,NA,NA
"9178","144B","144B-0","Allowed","Structural wildlife habitat","resource management","Wildlife And Fishes","Structural wildlife habitat",NA,NA,NA
"9179","144B","144B-0","Allowed","Nonstructural wildlife habitat management","resource management","Wildlife And Fishes","Nonstructural wildlife habitat management",NA,NA,NA
"9180","144B","144B-0","Special Use","Range pasture management","resource management","Range","Range pasture management",NA,NA,NA
"9181","144B","144B-0","Special Use","Grazing","resource management","Range","Grazing",NA,NA,NA
"9182","144B","144B-0","Special Use","Range improvement","resource management","Range","Range improvement",NA,NA,NA
"9183","144B","144B-0","Allowed","Fire detection and suppression","resource management","Vegetation Protection","Fire detection and suppression",NA,NA,NA
"9184","144B","144B-0","Allowed","Prescribed fire/burning management","resource management","Vegetation Protection","Prescribed fire/burning management",NA,NA,NA
"9185","144B","144B-0","Allowed","Fuels treatment management","resource management","Vegetation Protection","Fuels treatment management",NA,NA,NA
"9186","144B","144B-0","Allowed","Sensitive plant management","resource management","Vegetation Protection","Sensitive plant management",NA,NA,NA
"9187","144B","144B-0","Allowed","Insect and disease suppression","resource management","Vegetation Protection","Insect and disease suppression",NA,NA,NA
"9188","144B","144B-0","Allowed","Uncommon plant community management","resource management","Vegetation Protection","Uncommon plant community management",NA,NA,NA
"9189","144B","144B-0","Allowed","Erosion control","resource management","Watershed Improvements","Erosion control",NA,NA,NA
"9190","144B","144B-0","Allowed","Stream environmental zone (SEZ) restoration","resource management","Watershed Improvements","Stream environmental zone (SEZ) restoration",NA,NA,NA
"9191","144B","144B-0","Allowed","Runoff control","resource management","Watershed Improvements","Runoff control",NA,NA,NA
"9192","145","145-0","Allowed","Single family dwelling","residential","Residential","Single family dwelling",1,"units per acre per parcel",NA
"9193","145","145-0","Allowed","Summer home","residential","Residential","Summer home",NA,NA,NA
"9194","145","145-0","Special Use","Eating and drinking places","commercial","Retail","Eating and drinking places",NA,NA,NA
"9195","145","145-0","Special Use","Food and beverage retail sales","commercial","Retail","Food and beverage retail sales",NA,NA,NA
"9196","145","145-0","Special Use","Local public health and safety facilities","public services","General","Local public health and safety facilities",NA,NA,NA
"9197","145","145-0","Special Use","Churches","public services","General","Churches",NA,NA,NA
"9198","145","145-0","Special Use","Public utility centers","public services","General","Public utility centers",NA,NA,NA
"9199","145","145-0","Special Use","Local post office","public services","General","Local post office",NA,NA,NA
"9200","145","145-0","Special Use","Pipelines and power transmission","public services","Linear Public Facilities","Pipelines and power transmission",NA,NA,NA
"9201","145","145-0","Special Use","Transportation routes","public services","Linear Public Facilities","Transportation routes",NA,NA,NA
"9202","145","145-0","Special Use","Transit stations and terminals","public services","Linear Public Facilities","Transit stations and terminals",NA,NA,NA
"9203","145","145-0","Special Use","Transmission and receiving facilities","public services","Linear Public Facilities","Transmission and receiving facilities",NA,NA,NA
"9204","145","145-0","Allowed","Beach recreation","recreation","Recreation","Beach recreation",NA,NA,NA
"9205","145","145-0","Special Use","Outdoor recreation concessions","recreation","Recreation","Outdoor recreation concessions",NA,NA,NA
"9206","145","145-0","Special Use","Participant sports facilities","recreation","Recreation","Participant sports facilities",NA,NA,NA
"9207","145","145-0","Allowed","Day use areas","recreation","Recreation","Day use areas",NA,NA,NA
"9208","145","145-0","Allowed","Riding and hiking trails","recreation","Recreation","Riding and hiking trails",NA,NA,NA
"9209","145","145-0","Special Use","Group facilities","recreation","Recreation","Group facilities",NA,NA,NA
"9210","145","145-0","Special Use","Marinas","recreation","Recreation","Marinas",NA,NA,NA
"9211","145","145-0","Allowed","Reforestation","resource management","Timber Management","Reforestation",NA,NA,NA
"9212","145","145-0","Allowed","Special cut","resource management","Timber Management","Special cut",NA,NA,NA
"9213","145","145-0","Allowed","Thinning","resource management","Timber Management","Thinning",NA,NA,NA
"9214","145","145-0","Allowed","Sanitation salvage cut","resource management","Timber Management","Sanitation salvage cut",NA,NA,NA
"9215","145","145-0","Allowed","Early successional vegetation management","resource management","Wildlife And Fishes","Early successional vegetation management",NA,NA,NA
"9216","145","145-0","Allowed","Structural fish habitat management","resource management","Wildlife And Fishes","Structural fish habitat management",NA,NA,NA
"9217","145","145-0","Allowed","Nonstructural fish habitat management","resource management","Wildlife And Fishes","Nonstructural fish habitat management",NA,NA,NA
"9218","145","145-0","Allowed","Structural wildlife habitat","resource management","Wildlife And Fishes","Structural wildlife habitat",NA,NA,NA
"9219","145","145-0","Allowed","Nonstructural wildlife habitat management","resource management","Wildlife And Fishes","Nonstructural wildlife habitat management",NA,NA,NA
"9220","145","145-0","Allowed","Fire detection and suppression","resource management","Vegetation Protection","Fire detection and suppression",NA,NA,NA
"9221","145","145-0","Allowed","Fuels treatment management","resource management","Vegetation Protection","Fuels treatment management",NA,NA,NA
"9222","145","145-0","Allowed","Sensitive plant management","resource management","Vegetation Protection","Sensitive plant management",NA,NA,NA
"9223","145","145-0","Allowed","Insect and disease suppression","resource management","Vegetation Protection","Insect and disease suppression",NA,NA,NA
"9224","145","145-0","Allowed","Uncommon plant community management","resource management","Vegetation Protection","Uncommon plant community management",NA,NA,NA
"9225","145","145-0","Allowed","Erosion control","resource management","Watershed Improvements","Erosion control",NA,NA,NA
"9226","145","145-0","Allowed","Stream environmental zone (SEZ) restoration","resource management","Watershed Improvements","Stream environmental zone (SEZ) restoration",NA,NA,NA
"9227","145","145-0","Allowed","Runoff control","resource management","Watershed Improvements","Runoff control",NA,NA,NA
"9228","146","146-0","Special Use","Employee housing","residential","Residential","Employee housing",5,"units per acre per parcel",NA
"9229","146","146-0","Special Use","Summer home","residential","Residential","Summer home",NA,NA,NA
"9230","146","146-0","Special Use","Local public health and safety facilities","public services","General","Local public health and safety facilities",NA,NA,NA
"9231","146","146-0","Special Use","Public utility centers","public services","General","Public utility centers",NA,NA,NA
"9232","146","146-0","Special Use","Pipelines and power transmission","public services","Linear Public Facilities","Pipelines and power transmission",NA,NA,NA
"9233","146","146-0","Special Use","Transportation routes","public services","Linear Public Facilities","Transportation routes",NA,NA,NA
"9234","146","146-0","Special Use","Transit stations and terminals","public services","Linear Public Facilities","Transit stations and terminals",NA,NA,NA
"9235","146","146-0","Special Use","Transmission and receiving facilities","public services","Linear Public Facilities","Transmission and receiving facilities",NA,NA,NA
"9236","146","146-0","Allowed","Beach recreation","recreation","Recreation","Beach recreation",NA,NA,NA
"9237","146","146-0","Allowed","Outdoor recreation concessions","recreation","Recreation","Outdoor recreation concessions",NA,NA,NA
"9238","146","146-0","Special Use","Boat launching facilities","recreation","Recreation","Boat launching facilities",NA,NA,NA
"9239","146","146-0","Allowed","Day use areas","recreation","Recreation","Day use areas",NA,NA,NA
"9240","146","146-0","Allowed","Developed campgrounds","recreation","Recreation","Developed campgrounds",NA,NA,NA
"9241","146","146-0","Allowed","Riding and hiking trails","recreation","Recreation","Riding and hiking trails",NA,NA,NA
"9242","146","146-0","Allowed","Undeveloped campgrounds","recreation","Recreation","Undeveloped campgrounds",NA,NA,NA
"9243","146","146-0","Allowed","Reforestation","resource management","Timber Management","Reforestation",NA,NA,NA
"9244","146","146-0","Allowed","Special cut","resource management","Timber Management","Special cut",NA,NA,NA
"9245","146","146-0","Allowed","Regeneration harvest","resource management","Timber Management","Regeneration harvest",NA,NA,NA
"9246","146","146-0","Allowed","Thinning","resource management","Timber Management","Thinning",NA,NA,NA
"9247","146","146-0","Allowed","Sanitation salvage cut","resource management","Timber Management","Sanitation salvage cut",NA,NA,NA
"9248","146","146-0","Special Use","Timber stand improvement","resource management","Timber Management","Timber stand improvement",NA,NA,NA
"9249","146","146-0","Allowed","Selection cut","resource management","Timber Management","Selection cut",NA,NA,NA
"9250","146","146-0","Allowed","Early successional vegetation management","resource management","Wildlife And Fishes","Early successional vegetation management",NA,NA,NA
"9251","146","146-0","Allowed","Structural fish habitat management","resource management","Wildlife And Fishes","Structural fish habitat management",NA,NA,NA
"9252","146","146-0","Allowed","Nonstructural fish habitat management","resource management","Wildlife And Fishes","Nonstructural fish habitat management",NA,NA,NA
"9253","146","146-0","Allowed","Structural wildlife habitat","resource management","Wildlife And Fishes","Structural wildlife habitat",NA,NA,NA
"9254","146","146-0","Allowed","Nonstructural wildlife habitat management","resource management","Wildlife And Fishes","Nonstructural wildlife habitat management",NA,NA,NA
"9255","146","146-0","Allowed","Fire detection and suppression","resource management","Vegetation Protection","Fire detection and suppression",NA,NA,NA
"9256","146","146-0","Allowed","Prescribed fire/burning management","resource management","Vegetation Protection","Prescribed fire/burning management",NA,NA,NA
"9257","146","146-0","Allowed","Fuels treatment management","resource management","Vegetation Protection","Fuels treatment management",NA,NA,NA
"9258","146","146-0","Allowed","Sensitive plant management","resource management","Vegetation Protection","Sensitive plant management",NA,NA,NA
"9259","146","146-0","Allowed","Insect and disease suppression","resource management","Vegetation Protection","Insect and disease suppression",NA,NA,NA
"9260","146","146-0","Allowed","Uncommon plant community management","resource management","Vegetation Protection","Uncommon plant community management",NA,NA,NA
"9261","146","146-0","Allowed","Erosion control","resource management","Watershed Improvements","Erosion control",NA,NA,NA
"9262","146","146-0","Allowed","Stream environmental zone (SEZ) restoration","resource management","Watershed Improvements","Stream environmental zone (SEZ) restoration",NA,NA,NA
"9263","146","146-0","Allowed","Runoff control","resource management","Watershed Improvements","Runoff control",NA,NA,NA
"9264","147","147-0","Allowed","Single family dwelling","residential","Residential","Single family dwelling",1,"units per acre per parcel",NA
"9265","147","147-0","Special Use","Local public health and safety facilities","public services","General","Local public health and safety facilities",NA,NA,NA
"9266","147","147-0","Special Use","Public utility centers","public services","General","Public utility centers",NA,NA,NA
"9267","147","147-0","Special Use","Pipelines and power transmission","public services","Linear Public Facilities","Pipelines and power transmission",NA,NA,NA
"9268","147","147-0","Special Use","Transportation routes","public services","Linear Public Facilities","Transportation routes",NA,NA,NA
"9269","147","147-0","Special Use","Transit stations and terminals","public services","Linear Public Facilities","Transit stations and terminals",NA,NA,NA
"9270","147","147-0","Special Use","Transmission and receiving facilities","public services","Linear Public Facilities","Transmission and receiving facilities",NA,NA,NA
"9271","147","147-0","Allowed","Beach recreation","recreation","Recreation","Beach recreation",NA,NA,NA
"9272","147","147-0","Special Use","Participant sports facilities","recreation","Recreation","Participant sports facilities",NA,NA,NA
"9273","147","147-0","Allowed","Day use areas","recreation","Recreation","Day use areas",NA,NA,NA
"9274","147","147-0","Allowed","Riding and hiking trails","recreation","Recreation","Riding and hiking trails",NA,NA,NA
"9275","147","147-0","Allowed","Reforestation","resource management","Timber Management","Reforestation",NA,NA,NA
"9276","147","147-0","Allowed","Special cut","resource management","Timber Management","Special cut",NA,NA,NA
"9277","147","147-0","Allowed","Sanitation salvage cut","resource management","Timber Management","Sanitation salvage cut",NA,NA,NA
"9278","147","147-0","Allowed","Early successional vegetation management","resource management","Wildlife And Fishes","Early successional vegetation management",NA,NA,NA
"9279","147","147-0","Allowed","Structural fish habitat management","resource management","Wildlife And Fishes","Structural fish habitat management",NA,NA,NA
"9280","147","147-0","Allowed","Nonstructural fish habitat management","resource management","Wildlife And Fishes","Nonstructural fish habitat management",NA,NA,NA
"9281","147","147-0","Allowed","Structural wildlife habitat","resource management","Wildlife And Fishes","Structural wildlife habitat",NA,NA,NA
"9282","147","147-0","Allowed","Nonstructural wildlife habitat management","resource management","Wildlife And Fishes","Nonstructural wildlife habitat management",NA,NA,NA
"9283","147","147-0","Allowed","Fire detection and suppression","resource management","Vegetation Protection","Fire detection and suppression",NA,NA,NA
"9284","147","147-0","Allowed","Prescribed fire/burning management","resource management","Vegetation Protection","Prescribed fire/burning management",NA,NA,NA
"9285","147","147-0","Allowed","Fuels treatment management","resource management","Vegetation Protection","Fuels treatment management",NA,NA,NA
"9286","147","147-0","Allowed","Sensitive plant management","resource management","Vegetation Protection","Sensitive plant management",NA,NA,NA
"9287","147","147-0","Allowed","Insect and disease suppression","resource management","Vegetation Protection","Insect and disease suppression",NA,NA,NA
"9288","147","147-0","Allowed","Uncommon plant community management","resource management","Vegetation Protection","Uncommon plant community management",NA,NA,NA
"9289","147","147-0","Allowed","Erosion control","resource management","Watershed Improvements","Erosion control",NA,NA,NA
"9290","147","147-0","Allowed","Stream environmental zone (SEZ) restoration","resource management","Watershed Improvements","Stream environmental zone (SEZ) restoration",NA,NA,NA
"9291","147","147-0","Allowed","Runoff control","resource management","Watershed Improvements","Runoff control",NA,NA,NA
"9292","148","148-0","Special Use","Single family dwelling","residential","Residential","Single family dwelling",1,"units per acre per parcel",NA
"9293","148","148-0","Special Use","Pipelines and power transmission","public services","Linear Public Facilities","Pipelines and power transmission",NA,NA,NA
"9294","148","148-0","Special Use","Outdoor recreation concessions","recreation","Recreation","Outdoor recreation concessions",NA,NA,NA
"9295","148","148-0","Special Use","Cross country ski courses","recreation","Recreation","Cross country ski courses",NA,NA,NA
"9296","148","148-0","Special Use","Day use areas","recreation","Recreation","Day use areas",NA,NA,NA
"9297","148","148-0","Special Use","Developed campgrounds","recreation","Recreation","Developed campgrounds",NA,NA,NA
"9298","148","148-0","Allowed","Riding and hiking trails","recreation","Recreation","Riding and hiking trails",NA,NA,NA
"9299","148","148-0","Special Use","Rural sports","recreation","Recreation","Rural sports",NA,NA,NA
"9300","148","148-0","Special Use","Group facilities","recreation","Recreation","Group facilities",25,"persons per acre per parcel",NA
"9301","148","148-0","Special Use","Undeveloped campgrounds","recreation","Recreation","Undeveloped campgrounds",NA,NA,NA
"9302","148","148-0","Allowed","Reforestation","resource management","Timber Management","Reforestation",NA,NA,NA
"9303","148","148-0","Allowed","Special cut","resource management","Timber Management","Special cut",NA,NA,NA
"9304","148","148-0","Allowed","Regeneration harvest","resource management","Timber Management","Regeneration harvest",NA,NA,NA
"9305","148","148-0","Allowed","Thinning","resource management","Timber Management","Thinning",NA,NA,NA
"9306","148","148-0","Allowed","Sanitation salvage cut","resource management","Timber Management","Sanitation salvage cut",NA,NA,NA
"9307","148","148-0","Allowed","Timber stand improvement","resource management","Timber Management","Timber stand improvement",NA,NA,NA
"9308","148","148-0","Allowed","Selection cut","resource management","Timber Management","Selection cut",NA,NA,NA
"9309","148","148-0","Allowed","Tree farms","resource management","Timber Management","Tree farms",NA,NA,NA
"9310","148","148-0","Allowed","Early successional vegetation management","resource management","Wildlife And Fishes","Early successional vegetation management",NA,NA,NA
"9311","148","148-0","Allowed","Structural fish habitat management","resource management","Wildlife And Fishes","Structural fish habitat management",NA,NA,NA
"9312","148","148-0","Allowed","Nonstructural fish habitat management","resource management","Wildlife And Fishes","Nonstructural fish habitat management",NA,NA,NA
"9313","148","148-0","Allowed","Structural wildlife habitat","resource management","Wildlife And Fishes","Structural wildlife habitat",NA,NA,NA
"9314","148","148-0","Allowed","Nonstructural wildlife habitat management","resource management","Wildlife And Fishes","Nonstructural wildlife habitat management",NA,NA,NA
"9315","148","148-0","Special Use","Farm/Ranch accessory structures","resource management","Range","Farm/Ranch accessory structures",NA,NA,NA
"9316","148","148-0","Allowed","Range pasture management","resource management","Range","Range pasture management",NA,NA,NA
"9317","148","148-0","Special Use","Grazing","resource management","Range","Grazing",NA,NA,NA
"9318","148","148-0","Special Use","Range improvement","resource management","Range","Range improvement",NA,NA,NA
"9319","148","148-0","Allowed","Fire detection and suppression","resource management","Vegetation Protection","Fire detection and suppression",NA,NA,NA
"9320","148","148-0","Allowed","Prescribed fire/burning management","resource management","Vegetation Protection","Prescribed fire/burning management",NA,NA,NA
"9321","148","148-0","Allowed","Fuels treatment management","resource management","Vegetation Protection","Fuels treatment management",NA,NA,NA
"9322","148","148-0","Allowed","Sensitive plant management","resource management","Vegetation Protection","Sensitive plant management",NA,NA,NA
"9323","148","148-0","Allowed","Insect and disease suppression","resource management","Vegetation Protection","Insect and disease suppression",NA,NA,NA
"9324","148","148-0","Allowed","Uncommon plant community management","resource management","Vegetation Protection","Uncommon plant community management",NA,NA,NA
"9325","148","148-0","Allowed","Erosion control","resource management","Watershed Improvements","Erosion control",NA,NA,NA
"9326","148","148-0","Allowed","Stream environmental zone (SEZ) restoration","resource management","Watershed Improvements","Stream environmental zone (SEZ) restoration",NA,NA,NA
"9327","148","148-0","Allowed","Runoff control","resource management","Watershed Improvements","Runoff control",NA,NA,NA
"9328","149","149-0","Allowed","Single family dwelling","residential","Residential","Single family dwelling",1,"units per acre per parcel",NA
"9329","149","149-0","Special Use","Local public health and safety facilities","public services","General","Local public health and safety facilities",NA,NA,NA
"9330","149","149-0","Special Use","Public utility centers","public services","General","Public utility centers",NA,NA,NA
"9331","149","149-0","Special Use","Pipelines and power transmission","public services","Linear Public Facilities","Pipelines and power transmission",NA,NA,NA
"9332","149","149-0","Special Use","Transportation routes","public services","Linear Public Facilities","Transportation routes",NA,NA,NA
"9333","149","149-0","Special Use","Transit stations and terminals","public services","Linear Public Facilities","Transit stations and terminals",NA,NA,NA
